CO,O3,NO,NO2,PM2.5,NOX,PM10,SO2,WSR,WDR,Zona,Hora
3.73,7.0,12.2,19.7,44.2,31.8,104.71,15.1,2.3,266.0,CENTRO,1
3.74,6.0,12.9,18.7,45.5,31.5,124.5,15.8,1.7,262.0,CENTRO,2
3.58,7.0,7.5,17.3,40.94,24.7,121.5,10.0,2.7,247.0,CENTRO,3
3.45,9.0,4.7,15.6,43.12,20.3,126.27,13.1,3.8,230.0,CENTRO,4
3.36,15.0,3.4,12.8,37.48,16.2,107.4,14.7,2.6,239.0,CENTRO,5
3.38,11.0,3.3,13.6,34.63,16.9,103.65,11.6,1.4,248.0,CENTRO,6
3.48,5.0,6.6,15.4,32.65,21.9,88.6,8.9,1.3,241.0,CENTRO,7
3.91,6.0,24.5,15.4,33.42,39.8,101.2,8.8,0.9,285.0,CENTRO,8
4.33,6.0,39.2,16.0,35.48,55.2,112.93,10.4,0.9,257.0,CENTRO,9
4.58,7.0,38.7,19.4,42.1,58.1,121.34,9.5,1.7,283.0,CENTRO,10
4.77,9.0,40.6,24.0,52.75,64.5,148.46,10.8,2.4,27.0,CENTRO,11
3.9,19.0,14.1,17.5,42.59,31.5,112.76,9.3,3.3,343.0,CENTRO,12
3.56,31.0,6.8,12.2,36.32,18.9,98.87,11.0,3.9,333.0,CENTRO,13
3.54,38.0,6.1,12.2,38.7,18.3,105.35,9.9,2.9,36.0,CENTRO,14
3.55,42.0,5.4,12.7,39.35,18.1,108.29,9.7,2.9,59.0,CENTRO,15
3.56,47.0,5.0,12.8,41.19,17.8,113.14,9.2,2.4,314.0,CENTRO,16
3.77,41.0,4.8,17.5,44.25,22.3,120.72,8.8,1.2,353.0,CENTRO,17
4.12,18.0,7.3,29.1,52.09,36.3,144.47,12.7,2.0,14.0,CENTRO,18
5.05,7.0,19.3,29.9,47.38,49.1,135.1,8.5,0.9,172.0,CENTRO,19
5.03,6.0,21.9,29.8,51.13,51.6,138.54,7.4,1.5,230.0,CENTRO,20
4.88,6.0,24.8,29.4,53.46,54.1,143.14,6.9,2.2,241.0,CENTRO,21
4.66,6.0,21.7,28.7,58.12,50.4,158.99,7.4,2.8,242.0,CENTRO,22
4.42,6.333333333333333,13.3,27.0,59.17,40.3,135.4,7.5,1.4,280.0,CENTRO,23
4.35,6.666666666666667,14.4,25.4,56.98,39.8,135.12,7.5,2.3,206.0,CENTRO,0
4.36,7.0,23.9,24.2,71.67,48.1,176.85,11.6,2.5,250.0,CENTRO,1
3.92,6.0,15.4,22.1,68.18,37.5,170.85,12.3,2.2,266.0,CENTRO,2
3.94,8.0,16.6,22.7,70.38,39.2,168.52,11.0,1.4,295.0,CENTRO,3
3.78,9.0,21.7,20.8,74.16,42.5,175.3,13.3,3.3,232.0,CENTRO,4
3.63,9.0,18.3,19.5,69.17,37.7,158.03,19.7,2.1,321.0,CENTRO,5
3.51,7.0,9.1,16.6,52.85,25.7,122.79,19.4,4.3,233.0,CENTRO,6
3.71,10.0,24.4,18.4,64.55,42.8,173.68,19.1,3.3,258.0,CENTRO,7
4.03,8.0,33.5,16.9,53.44,50.3,137.12,18.6,2.2,278.0,CENTRO,8
4.35,8.0,42.7,17.8,56.95,60.4,149.32,18.9,3.0,261.0,CENTRO,9
4.43,10.0,37.0,21.0,54.44,57.9,153.18,19.3,2.8,284.0,CENTRO,10
4.58,20.0,20.6,26.8,78.75,47.4,191.44,16.4,2.0,37.0,CENTRO,11
2.8,34.0,14.6,33.4,106.78,48.1,215.52,16.1,3.5,67.0,CENTRO,12
2.64,48.0,10.3,32.4,110.86,42.7,237.95,18.0,4.2,72.0,CENTRO,13
2.29,67.0,6.7,27.7,98.13,34.4,209.5,16.6,3.8,130.0,CENTRO,14
2.06,94.0,4.7,20.9,88.86,25.6,175.71,10.2,5.9,79.0,CENTRO,15
1.95,99.0,3.8,17.7,73.78,21.4,162.1,7.3,5.8,71.0,CENTRO,16
1.85,77.0,3.9,16.2,53.25,20.1,132.88,6.5,4.9,53.0,CENTRO,17
1.78,54.0,3.5,14.4,37.5,17.8,119.64,4.6,5.7,72.0,CENTRO,18
2.1,24.0,4.5,22.7,43.12,27.3,122.11,5.1,3.1,80.0,CENTRO,19
2.17,13.0,7.3,26.9,50.08,34.2,135.04,9.3,1.4,4.0,CENTRO,20
2.31,5.0,8.2,28.8,54.35,37.0,159.18,7.9,1.9,251.0,CENTRO,21
2.32,5.0,7.1,27.2,50.15,34.3,126.54,6.8,1.2,243.0,CENTRO,22
2.1,11.0,4.9,22.2,52.43,27.1,109.73,7.0,2.9,251.0,CENTRO,23
2.44,5.0,14.8,29.4,85.36,44.2,190.84,11.2,4.0,236.0,CENTRO,0
2.07,8.0,5.7,26.2,70.58,32.0,151.71,10.6,2.3,280.0,CENTRO,1
2.08,4.0,14.1,26.9,73.36,41.0,158.52,8.6,1.6,274.0,CENTRO,2
1.93,6.0,5.9,21.7,63.37,27.6,139.23,6.5,1.4,259.0,CENTRO,3
2.04,4.0,8.2,20.8,65.82,28.9,138.54,4.6,0.9,280.0,CENTRO,4
1.88,7.0,5.0,17.6,63.82,22.6,127.66,4.1,1.2,295.0,CENTRO,5
1.73,9.0,3.2,14.7,59.86,17.9,112.38,4.4,1.3,271.0,CENTRO,6
1.83,3.0,8.9,17.5,60.18,26.3,125.29,6.4,1.5,253.0,CENTRO,7
2.22,5.0,21.9,17.7,63.56,39.5,162.44,10.7,2.1,244.0,CENTRO,8
2.58,8.0,37.1,19.2,70.59,56.2,152.78,15.3,3.0,242.0,CENTRO,9
2.63,7.0,36.9,21.6,82.63,58.5,200.51,13.2,2.5,261.0,CENTRO,10
2.67,6.0,30.5,19.3,74.17,49.7,215.32,7.3,3.2,35.0,CENTRO,11
2.4,8.0,21.9,15.8,72.24,37.7,192.95,5.2,5.2,5.0,CENTRO,12
2.05,16.0,16.7,17.6,70.0225,34.3,180.045,14.8,6.1,18.0,CENTRO,13
1.75,24.0,7.4,13.8,67.80499999999999,21.2,167.14,7.2,6.4,22.0,CENTRO,14
1.81,30.0,5.8,12.9,65.58749999999999,18.7,154.235,5.0,5.8,4.0,CENTRO,15
2.0,39.0,5.3,14.4,63.37,19.7,141.33,4.8,4.9,9.0,CENTRO,16
2.18,43.0,4.6,17.9,70.42,22.5,143.56,4.9,4.6,340.0,CENTRO,17
2.34,26.0,4.8,23.7,84.8,28.5,164.02,4.2,4.6,342.0,CENTRO,18
2.74,7.0,9.7,28.8,81.8,38.5,176.5,3.4,2.4,303.0,CENTRO,19
2.99,5.0,13.5,29.4,80.05,42.9,157.18,3.1,2.8,225.0,CENTRO,20
2.85,5.0,11.8,27.7,81.31,39.5,156.02,3.1,3.3,229.0,CENTRO,21
2.66,5.0,9.3,27.0,81.33,36.4,158.65,3.4,2.5,254.0,CENTRO,22
2.57,4.75,8.9,24.4,84.52,33.2,162.1,4.3,2.4,250.0,CENTRO,23
2.44,4.5,8.0,21.2,79.88,29.2,158.55,3.9,1.5,310.0,CENTRO,0
2.57,4.25,15.2,19.8,74.38,34.9,134.1,3.3,1.6,282.0,CENTRO,1
2.93,4.0,28.7,18.6,68.82,47.3,134.48,3.4,1.9,282.0,CENTRO,2
2.54,4.0,23.4,16.0,61.13,39.3,126.44,2.9,2.6,340.0,CENTRO,3
1.55,7.0,4.4,7.3,24.92,11.6,58.5,2.3,1.6,357.0,CENTRO,4
1.5,7.0,3.9,6.7,23.48,10.6,52.06,2.3,2.2,19.0,CENTRO,5
1.91,3.0,9.5,11.2,36.07,20.7,82.21,2.4,1.3,53.0,CENTRO,6
1.93,4.0,12.9,11.0,40.86,23.8,94.69,2.7,2.0,260.0,CENTRO,7
2.16,5.0,20.5,13.4,66.52,33.9,135.59,4.4,2.4,231.0,CENTRO,8
2.26,6.0,22.8,13.7,64.67,36.4,124.82,5.4,1.7,263.0,CENTRO,9
2.31,5.0,25.4,13.2,48.95,38.6,101.76,4.6,1.7,141.0,CENTRO,10
2.09,7.0,15.2,10.5,30.63,25.7,75.94,3.2,6.2,73.0,CENTRO,11
1.76,10.0,7.5,7.0,18.34,14.5,36.73,2.5,7.2,79.0,CENTRO,12
1.79,11.0,7.7,7.9,19.12,15.6,53.68,2.3,6.4,81.0,CENTRO,13
1.5,20.0,4.2,4.1,16.27,8.2,47.05,2.2,11.1,149.0,CENTRO,14
1.48,23.0,4.3,3.9,16.75,8.2,41.6,2.2,9.8,142.0,CENTRO,15
1.45,25.0,3.9,4.0,16.46,7.9,48.31,2.1,10.1,138.0,CENTRO,16
1.49,23.0,3.8,5.0,16.71,8.8,49.17,2.0,8.4,153.0,CENTRO,17
1.62,18.0,4.4,7.4,16.36,11.8,42.56,1.9,6.2,146.0,CENTRO,18
1.69,14.0,4.2,9.0,16.37,13.1,40.4,1.9,5.3,145.0,CENTRO,19
1.73,12.0,4.7,9.8,16.71,14.4,38.27,2.0,5.7,140.0,CENTRO,20
1.64,14.0,4.4,8.9,19.06,13.4,63.48,1.9,7.6,104.0,CENTRO,21
1.47,19.0,3.6,5.4,15.37,8.9,54.78,1.8,9.1,88.0,CENTRO,22
1.45,20.0,3.5,3.8,13.44,7.3,44.52,1.8,10.5,77.0,CENTRO,23
1.42,20.0,3.3,2.9,12.47,6.2,45.44,1.9,8.8,79.0,CENTRO,0
1.41,20.0,3.2,2.7,12.14,5.8,41.15,1.8,6.3,63.0,CENTRO,1
1.39,21.0,3.2,2.3,12.4,5.5,38.11,1.7,6.0,56.0,CENTRO,2
1.38,20.0,3.3,2.0,14.4,5.3,34.02,1.8,6.7,65.0,CENTRO,3
1.37,22.0,3.2,1.5,14.17,4.7,36.61,1.7,7.0,79.0,CENTRO,4
1.38,19.0,3.5,1.8,8.75,5.3,30.6,1.8,3.3,45.0,CENTRO,5
1.38,18.0,3.3,2.5,9.06,5.7,25.02,1.7,3.5,108.0,CENTRO,6
1.43,17.0,3.4,4.1,9.66,7.5,36.28,1.7,4.1,105.0,CENTRO,7
1.59,9.0,5.5,7.7,11.12,13.1,29.15,1.8,4.4,82.0,CENTRO,8
1.77,8.0,7.5,8.6,9.79,16.1,38.93,1.7,4.6,62.0,CENTRO,9
1.87,10.0,11.8,9.5,12.67,21.2,37.6,2.0,5.7,59.0,CENTRO,10
1.75,16.0,7.2,7.6,9.49,14.9,29.42,1.9,8.1,76.0,CENTRO,11
1.7,18.0,6.5,7.6,10.63,14.1,36.51,1.8,8.9,77.0,CENTRO,12
1.75,16.0,6.6,7.7,14.99,14.3,41.89,1.9,8.2,79.0,CENTRO,13
1.78,16.0,7.2,9.1,16.39,16.3,47.16,1.9,6.9,61.0,CENTRO,14
1.8,14.0,8.7,10.6,18.9,19.4,57.29,2.2,2.8,24.0,CENTRO,15
1.92,8.0,9.6,12.1,24.32,21.7,65.93,2.3,6.7,14.0,CENTRO,16
2.0,5.0,11.2,10.4,20.38,21.5,38.79,2.0,7.7,18.0,CENTRO,17
2.02,4.0,15.0,11.6,23.01,26.5,63.82,2.0,5.6,25.0,CENTRO,18
2.13,3.0,18.1,11.3,30.97,29.4,75.15,2.4,3.4,38.0,CENTRO,19
2.03,4.0,15.7,11.2,30.61,26.8,68.52,3.2,2.5,57.0,CENTRO,20
2.22,4.0,19.3,10.3,24.93,29.5,60.06,2.3,2.9,83.0,CENTRO,21
2.41,3.0,26.6,10.0,29.17,36.6,77.39,2.3,2.1,341.0,CENTRO,22
2.31,4.0,25.1,10.3,39.71,35.3,96.09,2.2,2.7,316.0,CENTRO,23
2.13,3.0,16.0,9.8,34.21,25.8,67.7,2.1,3.0,98.0,CENTRO,0
2.2,4.0,19.5,9.6,34.28,29.1,62.24,2.1,2.6,169.0,CENTRO,1
2.16,4.0,18.5,9.3,33.16,27.8,58.34,2.05,2.1,214.0,CENTRO,2
1.76,5.0,7.8,8.7,22.8,16.5,48.95,2.0,3.0,212.0,CENTRO,3
2.0,4.0,12.9,9.3,25.74,22.3,54.74,1.9,4.2,310.0,CENTRO,4
1.82,4.0,7.1,9.5,20.95,16.6,49.45,1.9,2.5,280.0,CENTRO,5
2.0,3.0,13.8,8.8,26.24,22.6,57.56,2.0,1.3,345.0,CENTRO,6
2.35,2.0,25.6,8.6,39.64,34.1,90.31,2.2,0.9,118.0,CENTRO,7
2.55,3.0,33.4,7.3,38.74,40.7,70.74,2.2,0.9,238.0,CENTRO,8
2.53,4.0,34.6,9.0,30.7,43.6,66.37,2.3,1.2,288.0,CENTRO,9
2.63,7.0,34.0,14.1,43.93,48.0,148.02,2.7,3.8,104.0,CENTRO,10
2.18,8.0,20.9,12.2,39.44,33.0,85.76,4.4,7.7,69.0,CENTRO,11
1.81,10.0,15.2,8.8,30.04,24.0,76.29,5.6,6.9,81.0,CENTRO,12
1.74,22.0,9.7,9.1,26.46,18.8,62.55,5.5,4.6,25.0,CENTRO,13
1.75,40.0,6.0,7.5,24.24,13.4,55.4,3.1,4.7,48.0,CENTRO,14
1.78,50.0,5.2,8.2,28.28,13.4,74.97,3.2,5.7,48.0,CENTRO,15
1.69,44.0,5.0,8.0,28.19,13.0,68.07,3.8,6.4,51.0,CENTRO,16
1.76,30.0,5.1,12.9,34.48,18.0,73.14,4.1,4.9,120.0,CENTRO,17
1.8,26.0,4.6,13.7,37.95,18.3,77.88,4.5,5.3,88.0,CENTRO,18
1.57,26.0,3.8,8.2,19.91,12.0,61.0,5.4,9.9,18.0,CENTRO,19
1.68,22.0,3.8,8.0,17.14,11.8,56.63,3.1,7.3,63.0,CENTRO,20
1.68,24.0,3.7,6.8,14.72,10.6,35.13,2.6,8.2,62.0,CENTRO,21
1.69,26.0,3.6,5.2,12.83,8.8,45.0,2.5,5.9,47.0,CENTRO,22
2.06,23.0,3.6,5.9,15.43,9.5,40.91,2.6,3.7,84.0,CENTRO,23
1.96,21.0,3.55,6.3,16.65,9.9,49.77,2.5,3.1,63.0,CENTRO,0
1.89,24.0,3.5,5.1,15.74,8.6,39.68,2.4,5.5,69.0,CENTRO,1
1.66,24.0,3.5,4.0,15.31,7.5,40.36,2.2,6.6,36.0,CENTRO,2
1.52,28.0,3.5166666666666666,3.4,12.96,6.9,37.43,2.6,8.4,49.0,CENTRO,3
1.45,29.0,3.533333333333333,4.5,11.94,7.9,42.86,3.0,6.9,65.0,CENTRO,4
1.38,31.0,3.5500000000000003,4.3,10.07,7.7,28.47,2.7,8.0,60.0,CENTRO,5
1.41,26.0,3.566666666666667,5.4,11.41,8.9,37.82,2.6,7.9,55.0,CENTRO,6
1.4,25.0,3.5833333333333335,5.1,10.92,8.6,53.52,2.2,7.9,44.0,CENTRO,7
1.39,23.0,3.6,5.9,11.6,9.4,47.43,2.1,6.6,48.0,CENTRO,8
1.52,19.0,4.1,6.9,12.94,11.0,55.49,2.2,7.2,81.0,CENTRO,9
1.5,20.0,4.6,6.4,12.4,11.0,51.86,2.3,8.9,93.0,CENTRO,10
1.55,21.0,5.4,6.5,13.99,11.9,51.2,2.4,8.1,87.0,CENTRO,11
1.57,20.0,6.9,7.3,15.65,14.2,59.84,2.5,8.4,83.0,CENTRO,12
1.6,19.0,8.2,8.4,18.31,16.5,70.21,3.9,6.6,89.0,CENTRO,13
1.59,15.0,10.6,10.6,23.06,21.2,76.28,7.2,5.5,71.0,CENTRO,14
1.65,12.0,14.5,12.0,28.61,26.5,82.9,12.0,5.4,68.0,CENTRO,15
1.63,10.0,11.0,13.1,26.22,24.0,69.5,12.2,4.7,93.0,CENTRO,16
1.58,16.0,6.3,10.7,21.59,17.0,53.67,7.5,5.9,118.0,CENTRO,17
1.57,17.0,4.1,10.5,19.7,14.6,54.94,4.1,4.8,104.0,CENTRO,18
1.56,15.0,3.9,11.1,21.69,14.9,63.58,5.1,6.4,82.0,CENTRO,19
1.48,21.0,3.7,8.9,14.95,12.5,49.36,5.3,7.3,25.0,CENTRO,20
1.66,22.0,3.5,9.2,17.76,12.8,63.09,3.0,6.0,19.0,CENTRO,21
1.7,20.0,3.4,10.1,15.98,13.4,48.37,3.8,6.9,19.0,CENTRO,22
1.58,20.0,3.3,9.2,13.31,12.5,51.19,3.2,6.4,41.0,CENTRO,23
1.36,34.0,3.0,3.0,8.83,6.1,32.22,2.4,6.8,123.0,CENTRO,0
1.34,36.0,3.0,2.5,7.71,5.5,35.45,2.3,8.8,126.0,CENTRO,1
1.34,37.0,3.0666666666666664,2.4,7.71,5.4,34.79,2.2,8.2,94.0,CENTRO,2
1.33,38.0,3.1333333333333333,2.1,7.36,5.1,27.45,2.2,7.4,98.0,CENTRO,3
1.32,39.0,3.1999999999999997,1.9,7.06,4.9,27.41,2.7,6.4,111.0,CENTRO,4
1.32,41.0,3.2666666666666666,2.1,6.15,5.1,25.29,3.3,5.3,87.0,CENTRO,5
1.34,36.0,3.333333333333333,3.1,6.32,6.1,29.29,3.0,6.0,98.0,CENTRO,6
1.38,30.0,3.4,5.3,7.07,8.6,28.14,3.1,4.7,112.0,CENTRO,7
1.6,12.0,5.7,11.5,9.3,17.2,33.99,3.2,5.9,66.0,CENTRO,8
1.69,14.0,7.2,10.9,11.77,18.2,46.56,3.2,7.8,63.0,CENTRO,9
1.57,24.0,5.6,7.4,11.54,13.0,41.19,2.9,8.8,97.0,CENTRO,10
1.45,32.0,4.4,4.7,9.23,9.0,46.55,3.0,11.0,136.0,CENTRO,11
1.43,41.0,4.1,4.2,8.37,8.3,31.96,3.2,10.2,113.0,CENTRO,12
1.39,44.0,3.6,3.5,8.3,7.1,32.69,2.6,9.0,140.0,CENTRO,13
1.44,45.0,3.9,3.5,7.74,7.4,28.55,2.2,6.9,157.0,CENTRO,14
1.41,47.0,3.6,3.2,8.35,6.8,32.91,2.2,7.2,141.0,CENTRO,15
1.43,44.0,3.7,3.8,9.35,7.5,35.8,2.0,10.2,147.0,CENTRO,16
1.48,41.0,3.6,4.8,9.54,8.4,37.05,2.0,9.2,155.0,CENTRO,17
1.49,40.0,3.5,5.1,10.47,8.6,42.83,2.1,10.5,155.0,CENTRO,18
1.53,38.0,3.4,6.0,11.02,9.5,41.44,2.0,8.6,155.0,CENTRO,19
1.51,38.0,3.1,6.0,10.86,9.1,40.05,2.1,8.9,146.0,CENTRO,20
1.43,42.0,3.0,4.3,9.66,7.3,43.25,2.0,9.7,149.0,CENTRO,21
1.43,39.0,3.1,5.1,11.01,8.1,38.07,2.0,7.9,115.0,CENTRO,22
1.46,34.0,3.1,6.2,11.25,9.3,43.25,1.9666666666666666,5.9,106.0,CENTRO,23
1.39,39.0,3.0,3.0,9.31,6.0,21.0,1.9333333333333333,6.8,130.0,CENTRO,0
1.37,40.0,3.0,2.6,8.09,5.6,14.0,1.9,4.5,138.0,CENTRO,1
1.35,44.0,3.0,1.7,6.21,4.7,12.0,2.0,7.1,139.0,CENTRO,2
1.34,44.0,3.0,1.4,5.88,4.4,11.0,2.0,8.1,151.0,CENTRO,3
1.35,42.0,3.0,1.4,6.45,4.3,9.0,1.95,8.2,89.0,CENTRO,4
1.36,38.0,3.0,1.8,7.43,4.8,9.0,1.9,5.9,77.0,CENTRO,5
1.37,35.0,3.0,3.2,8.17,6.2,9.0,2.0,7.4,71.0,CENTRO,6
1.45,28.0,3.3,5.9,9.58,9.2,15.0,1.9,7.7,76.0,CENTRO,7
1.61,17.0,4.5,10.0,10.22,14.5,22.0,1.9,7.2,78.0,CENTRO,8
1.71,14.0,5.6,11.7,11.11,17.2,23.0,2.0,7.3,80.0,CENTRO,9
1.73,15.0,6.2,11.1,12.3,17.2,27.0,2.0,6.9,82.0,CENTRO,10
1.71,17.0,5.5,10.1,12.24,15.5,25.0,2.033333333333333,6.8,64.0,CENTRO,11
1.71,18.0,5.3,9.7,17.93,14.9,20.0,2.066666666666667,7.0,69.0,CENTRO,12
1.66,23.0,4.9,8.5,14.92,13.4,48.0,2.1,7.0,68.0,CENTRO,13
1.69,25.0,5.3,8.2,14.97,13.4,10.0,2.0,5.7,97.0,CENTRO,14
1.59,28.0,4.2,6.6,15.02,10.8,16.0,1.9,6.0,125.0,CENTRO,15
1.72,23.0,4.7,10.3,14.56,15.0,15.0,2.0,5.5,69.0,CENTRO,16
1.75,23.0,4.5,10.2,14.75,14.7,18.0,2.0,7.5,85.0,CENTRO,17
1.63,29.0,3.6,7.7,9.66,11.3,22.0,1.9333333333333333,8.1,83.0,CENTRO,18
1.79,19.0,4.0,10.9,12.62,14.9,20.0,1.8666666666666667,5.5,77.0,CENTRO,19
1.59,28.0,3.2,6.1,10.19,9.3,22.0,1.8,6.9,132.0,CENTRO,20
1.48,34.0,3.1,3.3,11.964166666666666,6.4,7.0,1.9,8.2,155.0,CENTRO,21
1.45,36.0,3.0,2.5,13.738333333333333,5.5,7.0,1.9,9.4,169.0,CENTRO,22
1.45,36.0,3.0,2.4,15.5125,5.3,6.0,1.85,8.6,149.0,CENTRO,23
1.45,34.0,3.0,2.6,17.286666666666665,5.5,5.0,1.8,5.2,107.0,CENTRO,0
1.46,30.0,3.0,3.0,19.35,6.0,6.0,1.8,2.6,52.0,CENTRO,1
1.48,25.0,3.0,4.6,20.58,7.5,4.0,2.0,1.8,329.0,CENTRO,2
1.56,16.0,3.0,7.4,22.252,10.3,11.0,2.2,3.2,309.0,CENTRO,3
1.53,20.0,3.0,4.9,24.383333333333333,7.8,20.0,2.1,2.0,269.0,CENTRO,4
1.52,17.0,3.0,5.3,26.1575,8.3,20.0,1.9,2.6,331.0,CENTRO,5
1.56,12.0,3.3,7.0,27.931666666666665,10.3,21.0,2.2,2.9,303.0,CENTRO,6
1.7,7.0,4.4,9.6,29.70583333333333,13.9,33.0,2.9,2.3,273.0,CENTRO,7
1.87,6.0,11.4,10.5,31.48,21.9,55.0,3.2,3.7,311.0,CENTRO,8
2.27,5.0,21.7,10.6,30.84,32.2,47.0,2.5,2.9,330.0,CENTRO,9
2.39,8.0,18.0,10.7,30.93,28.6,54.0,2.6,4.2,37.0,CENTRO,10
1.83,15.0,8.4,8.5,30.19,16.9,59.0,2.5,4.3,350.0,CENTRO,11
1.87,17.0,9.2,9.0,31.29,18.2,42.0,2.8,3.9,84.0,CENTRO,12
2.01,17.0,12.5,11.7,37.91,24.2,38.0,3.2,5.0,90.0,CENTRO,13
2.16,12.0,13.2,14.7,43.75,27.8,48.0,3.0,6.3,140.0,CENTRO,14
2.35,9.0,18.3,16.7,49.59,34.9,54.0,4.6,7.4,72.0,CENTRO,15
2.26,8.0,20.1,16.4,49.25,36.4,96.0,7.4,5.1,99.0,CENTRO,16
2.59,6.0,24.2,17.6,54.27,41.8,93.0,6.9,6.4,346.0,CENTRO,17
2.72,6.0,27.5,18.2,55.57,45.7,108.0,6.2,1.8,124.0,CENTRO,18
3.4,6.0,45.6,18.1,58.42,63.6,110.0,5.4,2.0,76.0,CENTRO,19
3.53,5.75,44.4,16.3,62.56,60.6,115.0,4.3,1.5,243.0,CENTRO,20
4.04,5.5,62.1,15.2,65.32,77.2,123.0,3.9,1.8,270.0,CENTRO,21
4.04,5.25,69.1,14.0,66.66,83.1,136.0,3.5,2.0,251.0,CENTRO,22
4.26,5.0,80.7,14.3,69.95,94.9,131.0,3.6,1.6,273.0,CENTRO,23
4.43,5.0,88.2,14.1,76.83,102.2,140.0,3.5,1.8,246.0,CENTRO,0
3.78,6.0,66.1,13.3,70.56,79.4,140.0,3.2,1.9,247.0,CENTRO,1
3.03,8.0,49.5,13.9,72.78,63.3,113.0,5.2,2.6,245.0,CENTRO,2
2.23,5.0,25.5,11.2,49.5,36.7,121.0,6.5,2.6,320.0,CENTRO,3
2.02,5.0,20.0,9.6,40.51,29.5,76.0,4.5,1.8,191.0,CENTRO,4
1.92,5.0,17.2,8.6,33.22,25.7,68.0,3.3,1.9,314.0,CENTRO,5
2.8,5.333333333333333,32.5,9.9,60.17,42.4,61.0,3.6,1.5,258.0,CENTRO,6
3.05,5.666666666666667,29.3,9.8,60.26,39.0,83.0,3.6,1.0,240.0,CENTRO,7
2.79,6.0,33.3,10.1,44.95,43.3,73.0,4.5,3.2,215.0,CENTRO,8
2.9,7.0,49.0,12.4,41.59,61.4,82.0,6.9,2.7,334.0,CENTRO,9
3.62,8.0,53.5,18.0,64.98,71.4,103.0,8.4,3.7,3.0,CENTRO,10
3.31,13.0,29.5,21.8,73.13,51.3,125.0,14.1,3.7,97.0,CENTRO,11
2.39,24.0,15.8,15.0,49.44,30.8,124.0,13.0,7.2,98.0,CENTRO,12
1.73,38.0,5.7,6.7,18.97,12.4,79.0,7.4,6.3,65.0,CENTRO,13
1.69,46.0,4.4,4.8,13.22,9.2,44.0,5.1,7.0,36.0,CENTRO,14
1.63,46.0,4.2,4.4,9.81,8.6,26.0,3.6,6.7,42.0,CENTRO,15
1.61,46.0,4.3,6.0,11.0,10.3,17.0,5.7,5.9,99.0,CENTRO,16
1.65,49.0,3.9,6.2,12.61,10.1,25.0,4.3,6.5,87.0,CENTRO,17
1.72,48.0,3.4,8.1,14.86,11.4,28.0,3.2,6.6,97.0,CENTRO,18
1.91,31.0,3.6,13.6,16.78,17.2,30.0,3.4,6.8,121.0,CENTRO,19
1.78,29.0,3.4,11.2,14.31,14.6,37.0,3.9,7.9,68.0,CENTRO,20
1.63,33.0,3.2,8.2,10.34,11.4,29.0,3.3,9.3,87.0,CENTRO,21
1.6,33.0,3.0,7.5,10.01,10.4,22.0,5.6,4.3,128.0,CENTRO,22
1.51,40.0,3.0,4.3,8.61,7.2,18.0,3.2,7.1,134.0,CENTRO,23
1.51,39.0,3.0,4.2,8.7,7.1,13.0,2.7,6.3,126.0,CENTRO,0
1.48,41.0,3.0,3.2,8.27,6.1,14.0,2.6,4.9,135.0,CENTRO,1
1.52,34.0,3.0,4.6,8.63,7.6,9.0,2.7,3.9,86.0,CENTRO,2
1.55,27.0,3.0,8.0,13.315,11.0,11.0,3.1,6.7,56.0,CENTRO,3
1.53,30.0,3.0,6.5,18.0,9.4,20.0,10.7,5.1,17.0,CENTRO,4
1.49,42.0,3.0,2.4,16.58,5.3,24.0,20.2,7.3,81.0,CENTRO,5
1.54,32.0,3.0,4.2,18.099999999999998,7.2,13.0,3.7,3.3,53.0,CENTRO,6
1.67,13.0,4.9,10.3,19.62,15.2,16.0,3.2,3.8,348.0,CENTRO,7
1.95,7.0,10.9,14.3,21.14,25.1,30.0,3.4,4.3,35.0,CENTRO,8
2.15,11.0,17.6,14.8,25.29,32.4,55.0,6.8,7.2,38.0,CENTRO,9
1.83,26.0,7.0,9.0,22.32,16.0,75.0,5.0,9.1,70.0,CENTRO,10
1.61,41.0,4.3,4.8,15.8,9.1,36.0,3.1,7.7,117.0,CENTRO,11
1.62,46.0,4.4,4.7,14.04,9.1,20.0,2.7,9.1,89.0,CENTRO,12
1.67,47.0,4.7,5.5,18.34,10.2,22.0,2.9,10.3,62.0,CENTRO,13
1.67,48.0,4.2,4.7,16.593333333333334,8.9,23.0,2.4,12.5,80.0,CENTRO,14
1.64,48.0,4.0,4.3,14.846666666666668,8.3,24.0,2.3,14.0,82.0,CENTRO,15
1.61,50.0,3.6,3.5,13.1,7.1,25.0,2.2,12.4,125.0,CENTRO,16
1.61,47.0,3.5,3.6,13.42,7.0,20.0,2.1,13.7,136.0,CENTRO,17
1.64,43.0,3.3,4.4,14.02,7.7,26.0,2.2,13.1,139.0,CENTRO,18
1.66,38.0,3.2,5.0,13.36,8.2,23.0,2.1,12.4,132.0,CENTRO,19
1.65,37.0,3.1,4.5,13.49,7.6,17.0,2.0,12.4,142.0,CENTRO,20
1.59,39.0,3.0,3.3,13.32,6.3,22.0,2.0,11.5,134.0,CENTRO,21
1.57,38.0,3.0,2.7,12.69,5.7,18.0,1.9666666666666666,11.4,140.0,CENTRO,22
1.57,38.0,3.02,2.5,12.21,5.5,18.0,1.9333333333333333,9.7,139.0,CENTRO,23
