date,CO,O3,NO,NO2,PM2.5,NOX,PM10,SO2,WSR,WDR,Zona,Hora
2020-01-08 06:00:00,0.2858724,28.079828,-0.58160496,6.9768257,11.4,8.340183,33.0,1.726677,1.3000002,77.0,NORTE,6
2020-01-08 06:00:00,1.79,28.0,1.6595964,11.212001,11.129999,6.435446,28.000002,5.3999996,7.8999996,244.62704,SURESTE,6
2020-01-08 07:00:00,3.0100002,22.0,3.2999992,9.0,16.539999,12.200001,48.260002,3.0,2.2000003,49.0,CENTRO,7
2020-01-08 07:00:00,0.2918284,23.771992,-0.3227148,7.6487308,12.66,9.218641,32.0,1.670196,1.3000002,53.0,NORTE,7
2020-01-08 07:00:00,1.87,20.0,2.1394682,14.592734,11.809999,10.665702,32.0,5.7999997,9.4,244.67404,SURESTE,7
2020-01-08 08:00:00,3.3400002,7.000002,8.799999,15.0,27.49,23.800001,82.380005,3.5,1.5999999,297.0,CENTRO,8
2020-01-08 08:00:00,0.35539126,12.285837,2.2837372,10.962152,12.95,15.360145,38.0,1.4511678,2.8882318,78.0,NORTE,8
2020-01-08 08:00:00,2.01,9.000002,8.352589,22.392796,12.439999,24.399687,46.0,5.6,5.1999993,327.3275,SURESTE,8
2020-01-08 09:00:00,3.69,10.000002,23.2,15.6,33.04,38.7,98.990005,6.4,2.3000002,289.0,CENTRO,9
2020-01-08 09:00:00,0.49071252,11.158959,5.755617,12.070206,16.43,20.35094,44.0,1.719763,3.2885003,74.0,NORTE,9
2020-01-08 09:00:00,2.1,9.000002,19.4524,24.186646,13.86,37.013462,55.0,5.5,4.4999995,341.81702,SURESTE,9
2020-01-08 10:00:00,3.7800002,16.0,15.3,16.0,40.0,31.3,110.520004,7.9,3.8,192.0,CENTRO,10
2020-01-08 10:00:00,0.61829334,16.724571,8.19137,11.938622,23.26,22.555962,69.0,2.136467,3.319893,40.000004,NORTE,10
2020-01-08 10:00:00,2.29,14.000001,17.561134,24.124905,17.08,35.008755,62.0,5.8999996,4.799999,340.1867,SURESTE,10
2020-01-08 11:00:00,3.64,23.0,13.4,16.6,42.260002,30.0,109.170006,7.6000004,3.9999998,339.0,CENTRO,11
2020-01-08 11:00:00,0.60123646,23.096615,4.1329584,10.39783,19.5,16.656548,111.0,2.348774,2.1,61.000004,NORTE,11
2020-01-08 11:00:00,2.34,20.0,12.669182,23.975801,21.63,29.535229,71.0,6.2999997,5.8999996,346.76025,SURESTE,11
2020-01-08 12:00:00,3.46,27.0,11.799999,16.6,49.1,28.400002,120.40001,8.6,5.7999997,357.0,CENTRO,12
2020-01-08 12:00:00,0.60271823,35.552414,3.0709114,8.764696,18.18,14.18347,72.0,2.4270058,3.4,106.0,NORTE,12
2020-01-08 12:00:00,1.9499999,40.0,5.617329,17.88763,16.51,16.154644,80.0,6.5,10.2,296.56207,SURESTE,12
2020-01-08 13:00:00,3.29,44.0,6.299999,10.8,38.21,17.0,84.89,5.7000003,6.3999996,98.0,CENTRO,13
2020-01-08 13:00:00,0.5343351,49.732338,0.9254284,7.247637,14.59,9.732082,59.0,2.564702,6.7,108.0,NORTE,13
2020-01-08 13:00:00,1.8399999,46.0,4.116279,11.516014,11.809999,7.670621,52.0,6.1,17.4,280.92078,SURESTE,13
2020-01-08 14:00:00,3.17,52.0,4.499999,6.8,25.56,11.2,61.56,4.1000004,6.2,44.999992,CENTRO,14
2020-01-08 14:00:00,0.49299383,53.73455,0.09735203,6.8113565,14.61,8.567331,46.0,2.6687026,6.4,84.0,NORTE,14
